event_slug,event_name,overview_url,split,league,region,day,group,game_id,source_url,source_scope,table_index,table_type,table_heading,row_number,legend,pick_rate_pct,avg_placement,win_rate_pct,top_5_rate_pct,top_7_conversion_rate_pct,fwr_pct,total_occurrences,composition,games_played,team,games,best_p,avg_p,kills,place_pts,total_pts,knocks,times_knocked,dmg_dealt,dmg_taken,dmg_diff,dmg_per_kill,ring_dmg,rez,rspn,k_per_d,ka_per_d,deaths,surv_time,avg_fastest_first_kill,top_1s,top_2s,top_3s,top_5s,top_10s,top_15s,top_20s,top_10_pct,t10_to_t5_pct,t5_to_t1_pct,assists,player,avg_time_to_first_kill,poi,avg_pick,wins,avg_points,avg_kills,picks,storm_point,world_s_edge,total,overall_max,storm_point_fastest,storm_point_fastest_avg,storm_point_avg,world_s_edge_fastest,world_s_edge_fastest_avg,world_s_edge_avg,overall_fastest,overall_fastest_avg,overall_avg,perk,pick_rate_pct_per_legend,number_of_picks,level_2_blue,level_3_purple,level_4_red,col_1,pv_rank,player_value,carry_value,absolute_pv,kills_per_game,damage_per_game,damage_ratio,rank,tv,broken_moon,broken_moon_fastest,broken_moon_fastest_avg,broken_moon_avg,e_district,e_district_fastest,e_district_fastest_avg,e_district_avg
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,96,,,,,,,,,,,CRAZY RACCOON,30,1st,,18,,,28,32,"14,231","12,841","1,390",790.61,830,4,1,0.64,1.64,28,7h 50m 47s,,,,,,,,,36.7%,54.5%,33.3%,28,CR jungHee,11m 3s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,97,,,,,,,,,,,Disguised,38,1st,,30,,,36,44,"21,533","19,332","2,201",717.77,"3,541",11,0,0.79,2.18,38,10h 43m 21s,,,,,,,,,52.6%,55%,18.2%,53,DSG Enemy,12m 28s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,98,,,,,,,,,,,RED Rams,30,1st,,26,,,28,39,"14,189","17,266","-3,077",545.73,"3,360",7,2,0.79,1.48,33,7h 9m 37s,,,,,,,,,33.3%,50%,20%,23,RR Datch,9m 29s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,99,,,,,,,,,,,Oxygen Esports,24,2nd,,22,,,25,27,"11,727","12,597",-870,533.05,427,4,1,0.92,1.96,24,7h 3m 42s,,,,,,,,,62.5%,46.7%,0%,25,OXG Vein,13m 34s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,100,,,,,,,,,,,REJECT WINNITY,32,1st,,51,,,64,29,"25,894","17,872","8,022",507.73,840,6,3,1.89,3.67,27,9h 2m 32s,,,,,,,,,59.4%,63.2%,50%,48,RC obly,11m 11s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,101,,,,,,,,,,,LG,38,1st,,32,,,39,42,"17,730","20,233","-2,503",554.06,"1,463",5,1,0.82,1.69,39,10h 11m 16s,,,,,,,,,60.5%,34.8%,12.5%,34,LG Fuhhnq,12m 14s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,102,,,,,,,,,,,MDY-White,24,4th,,13,,,17,27,"7,907","10,306","-2,399",608.23,671,8,0,0.52,1.12,25,5h 53m 50s,,,,,,,,,41.7%,10%,0%,15,MDYW MingYue,12m 2s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,103,,,,,,,,,,,Disguised,38,1st,,53,,,62,45,"25,892","24,764","1,128",488.53,"2,898",5,2,1.47,2.42,36,10h 35m 52s,,,,,,,,,52.6%,55%,18.2%,34,DSG Dezignful,12m 20s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,104,,,,,,,,,,,Virtus.Pro,32,1st,,38,,,47,32,"19,877","16,522","3,355",523.08,"1,550",5,1,1.31,2,29,9h 37m 15s,,,,,,,,,62.5%,65%,23.1%,20,VP Prycyy,15m 4s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,105,,,,,,,,,,,KINOTROPE gaming,38,1st,,37,,,43,47,"16,808","20,597","-3,789",454.27,847,4,3,0.95,1.51,39,10h 5m 13s,,,,,,,,,47.4%,77.8%,28.6%,22,KN MiaK,13m 31s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,106,,,,,,,,,,,2Rats1Controller,32,1st,,33,,,42,40,"17,626","24,491","-6,865",534.12,"1,599",1,6,1,2.21,33,8h 25m 53s,,,,,,,,,37.5%,33.3%,50%,40,2R1C Uxako,9m 12s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,107,,,,,,,,,,,Serenity,32,1st,,20,,,23,37,"10,547","15,505","-4,958",527.35,665,6,0,0.63,1.41,32,8h 57m 42s,,,,,,,,,59.4%,73.7%,7.1%,25,SRN Buegy,13m 30s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,108,,,,,,,,,,,OMiT,38,1st,,25,,,31,41,"21,629","23,018","-1,389",865.16,"1,500",4,1,0.68,2.03,37,10h 33m 4s,,,,,,,,,55.3%,42.9%,22.2%,50,OMIT lighT,14m 36s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,109,,,,,,,,,,,Tom Yum Kung,24,3rd,,13,,,18,31,"10,530","13,616","-3,086",810,"2,124",1,0,0.45,0.93,29,5h 57m,,,,,,,,,37.5%,33.3%,0%,14,TYK ASIAZXD,12m 6s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,110,,,,,,,,,,,Liquid Alienware,32,1st,,25,,,33,33,"15,622","16,120",-498,624.88,817,3,1,0.78,1.59,32,8h 26m 55s,,,,,,,,,50%,43.8%,28.6%,26,TLAW NeazuI,13m 9s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,111,,,,,,,,,,,CRAZY RACCOON,30,1st,,21,,,25,36,"9,989","12,564","-2,575",475.67,"1,368",1,0,0.7,1.57,30,7h 43m 27s,,,,,,,,,36.7%,54.5%,33.3%,26,CR Dogma,12m 59s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,112,,,,,,,,,,,GEARED GAMING,30,1st,,25,,,27,31,"14,455","14,102",353,578.2,"1,028",2,1,0.86,2,29,7h 40m 24s,,,,,,,,,56.7%,35.3%,33.3%,33,GRD Zillxch,10m 32s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,113,,,,,,,,,,,Cloud9,38,1st,,37,,,52,37,"21,890","19,527","2,363",591.62,"1,149",4,1,1.03,2.03,36,10h 45m 58s,,,,,,,,,60.5%,52.2%,16.7%,36,C9 sauceror,14m 36s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,114,,,,,,,,,,,Never To Change,24,3rd,,10,,,11,26,"5,950","9,391","-3,441",595,264,1,0,0.42,0.67,24,4h 30m 6s,,,,,,,,,20.8%,20%,0%,6,NTC joker_o,10m 8s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,115,,,,,,,,,,,DarkZero,32,1st,,53,,,57,36,"24,853","20,616","4,237",468.92,"1,324",3,0,1.96,3.81,27,10h 1m 53s,,,,,,,,,75%,75%,33.3%,50,DZ Sikezz,12m 17s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,116,,,,,,,,,,,Oxygen Esports,24,2nd,,22,,,23,30,"9,908","11,669","-1,761",450.36,656,1,1,0.88,1.8,25,6h 52m 23s,,,,,,,,,62.5%,46.7%,0%,23,OXG Reedz,13m 15s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,117,,,,,,,,,,,Aurora,32,2nd,,57,,,70,51,"22,451","27,778","-5,327",393.88,"6,302",1,2,1.43,2.6,40,9h 33m 7s,,,,,,,,,62.5%,55%,0%,47,AUR ojrein,12m 9s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,118,,,,,,,,,,,RED Rams,30,1st,,25,,,31,35,"12,489","15,487","-2,998",499.56,"2,135",12,2,0.81,1.42,31,7h 2m 19s,,,,,,,,,33.3%,50%,20%,19,RR Tikochan,9m 51s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,119,,,,,,,,,,,Natus Vincere,30,1st,,20,,,25,33,"11,567","14,236","-2,669",578.35,"2,529",2,1,0.67,1.43,30,7h 52m 24s,,,,,,,,,50%,53.3%,25%,23,NAVI Tylerfps,14m 11s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,120,,,,,,,,,,,REJECT WINNITY,32,1st,,45,,,49,37,"27,979","17,185","10,794",621.76,647,3,1,1.61,3.82,28,9h 17m 21s,,,,,,,,,59.4%,63.2%,50%,62,RC SangJoon,14m 6s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,84,poi_stats,Scores,1,,,10.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Devastated Coast,NC yet,3,6,2.68,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,84,poi_stats,Scores,2,,,8.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Launch Pad,NC yet,2,7.24,4,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,84,poi_stats,Scores,3,,,9.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Echo HQ,NC yet,1,5.39,2.61,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,84,poi_stats,Scores,4,,,11.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Pylon,NC yet,0,4.48,2.65,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,84,poi_stats,Scores,5,,,11.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Storm Catcher,NC yet,0,3.61,1.82,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,84,poi_stats,Scores,6,,,10.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jurassic,NC yet,2,5.63,3.03,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,84,poi_stats,Scores,7,,,10.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Command Center,NC yet,1,3.94,1.45,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,84,poi_stats,Scores,8,,,11.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lightning Rod,NC yet,2,5.05,2.7,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,84,poi_stats,Scores,9,,,10.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Wall,NC yet,2,4.97,2.49,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,84,poi_stats,Scores,10,,,10.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cascade Falls,NC yet,0,4,1.68,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,84,poi_stats,Scores,11,,,12.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Checkpoint,NC yet,3,4.92,2.76,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,84,poi_stats,Scores,12,,,10.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ceto Station,NC yet,3,6.28,3.19,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,84,poi_stats,Scores,13,,,10.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zeus Station,NC yet,0,4.65,2.35,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,84,poi_stats,Scores,14,,,8.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Mill,NC yet,4,8.35,4.16,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,84,poi_stats,Scores,15,,,9.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cenote Cave,NC yet,0,6,3.09,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,84,poi_stats,Scores,16,,,7.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Downed Beast,NC yet,3,8.44,4.56,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,84,poi_stats,Scores,17,,,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barometer,NC yet,1,5.43,2.53,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,84,poi_stats,Scores,18,,,8.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trident,NC yet,2,8.32,4.37,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,84,poi_stats,Scores,19,,,10.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coastal Camp,NC yet,2,6.28,3.36,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,84,poi_stats,Scores,20,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Trail,NC yet,0,6.33,2.33,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
